scheme,source_code,source_label,analysis_code,analysis_label,mapping_kind,n_2010_in_group,n_2018_in_group
2018,0530,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",0530,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",one_to_one,1,1
2018,0540,"Claims Adjusters, Appraisers, Examiners, and Investigators",0540,"Claims Adjusters, Appraisers, Examiners, and Investigators",one_to_one,1,1
2018,0565,Compliance Officers,0565,Compliance Officers,one_to_one,1,1
2018,0600,Cost Estimators,0600,Cost Estimators,one_to_one,1,1
2018,0630,Human Resources Workers,0630,Human Resources Workers,one_to_one,1,1
2018,0640,"Compensation, Benefits, and Job Analysis Specialists",0640,"Compensation, Benefits, and Job Analysis Specialists",one_to_one,1,1
2018,0650,Training and Development Specialists,0650,Training and Development Specialists,one_to_one,1,1
2018,0700,Logisticians,0700,Logisticians,one_to_one,1,1
2018,0705,Project Management Specialists,0705,Project Management Specialists,new_2018_only,0,1
2018,0710,Management Analysts,0710,Management Analysts,one_to_one,1,1
2018,0725,"Meeting, Convention, and Event Planners",0725,"Meeting, Convention, and Event Planners",one_to_one,1,1
2018,0726,Fundraisers,0726,Fundraisers,one_to_one,1,1
2018,0735,Market Research Analysts and Marketing Specialists,0735,Market Research Analysts and Marketing Specialists,one_to_one,1,1
2018,0750,"Business Operations Specialists, All Other",0750,"Business Operations Specialists, All Other",one_to_one,1,1
2018,0800,Accountants and Auditors,0800,Accountants and Auditors,one_to_one,1,1
2018,0810,Property Appraisers and Assessors,0810,Property Appraisers and Assessors,one_to_one,1,1
2018,0820,Budget Analysts,0820,Budget Analysts,one_to_one,1,1
2018,0830,Credit Analysts,0830,Credit Analysts,one_to_one,1,1
2018,0845,Financial and Investment Analysts,0845,Financial and Investment Analysts,one_to_one,1,1
2018,0850,Personal Financial Advisors,0850,Personal Financial Advisors,one_to_one,1,1
2018,0860,Insurance Underwriters,0860,Insurance Underwriters,one_to_one,1,1
2018,0900,Financial Examiners,0900,Financial Examiners,one_to_one,1,1
2018,0910,Credit Counselors and Loan Officers,0910,Credit Counselors and Loan Officers,one_to_one,1,1
2018,0930,"Tax Examiners and Collectors, and Revenue Agents",0930,"Tax Examiners and Collectors, and Revenue Agents",one_to_one,1,1
2018,0940,Tax Preparers,0940,Tax Preparers,one_to_one,1,1
2018,0960,Other Financial Specialists,0960,Other Financial Specialists,one_to_one,1,1
2018,1005,Computer and Information Research Scientists,1005,Computer and Information Research Scientists,one_to_one,1,1
2018,1006,Computer Systems Analysts,1006,Computer Systems Analysts,one_to_one,1,1
2018,1007,Information Security Analysts,1007,Information Security Analysts,one_to_one,1,1
2018,1010,Computer Programmers,1010,Computer Programmers,one_to_one,1,1
2018,1021,Software Developers,1021,"Software Developers, Applications and Systems Software",split_collapsed,1,2
2018,1022,Software Quality Assurance Analysts and Testers,1021,"Software Developers, Applications and Systems Software",split_collapsed,1,2
2018,1031,Web Developers,1031,Web Developers,split_collapsed,1,2
2018,1032,Web and Digital Interface Designers,1031,Web Developers,split_collapsed,1,2
2018,1050,Computer Support Specialists,1050,Computer Support Specialists,one_to_one,1,1
2018,1065,Database Administrators and Architects,1065,Database Administrators and Architects,one_to_one,1,1
2018,1105,Network and Computer Systems Administrators,1105,Network and Computer Systems Administrators,one_to_one,1,1
2018,1106,Computer Network Architects,1106,Computer Network Architects,one_to_one,1,1
2018,1108,"Computer Occupations, All Other",1108,"Computer Occupations, All Other",one_to_one,1,1
2018,1200,Actuaries,1200,Actuaries,one_to_one,1,1
2018,1210,Mathematicians,1210,Mathematicians,one_to_one,1,1
2018,1220,Operations Research Analysts,1220,Operations Research Analysts,one_to_one,1,1
2018,1230,Statisticians,1230,Statisticians,one_to_one,1,1
2018,1240,Other Mathematical Science Occupations,1240,Other Mathematical Science Occupations,one_to_one,1,1
2018,1305,"Architects, Except Landscape and Naval",1305,"Architects, except naval",split_collapsed,1,2
2018,1306,Landscape Architects,1305,"Architects, except naval",split_collapsed,1,2
2018,1310,"Surveyors, Cartographers, and Photogrammetrists",1310,"Surveyors, Cartographers, and Photogrammetrists",one_to_one,1,1
2018,1320,Aerospace Engineers,1320,Aerospace Engineers,one_to_one,1,1
2018,1330,Agricultural Engineers,1330,Agricultural Engineers,one_to_one,1,1
2018,1340,Bioengineers and biomedical engineers,1340,Bioengineers and biomedical engineers,one_to_one,1,1
2018,1350,Chemical Engineers,1350,Chemical Engineers,one_to_one,1,1
2018,1360,Civil Engineers,1360,Civil Engineers,one_to_one,1,1
2018,1400,Computer Hardware Engineers,1400,Computer Hardware Engineers,one_to_one,1,1
2018,1410,Electrical and Electronics Engineers,1410,Electrical and Electronics Engineers,one_to_one,1,1
2018,1420,Environmental Engineers,1420,Environmental Engineers,one_to_one,1,1
2018,1430,"Industrial Engineers, including Health and Safety",1430,"Industrial Engineers, including Health and Safety",one_to_one,1,1
2018,1440,Marine Engineers and Naval Architects,1440,Marine Engineers and Naval Architects,one_to_one,1,1
2018,1450,Materials Engineers,1450,Materials Engineers,one_to_one,1,1
2018,1460,Mechanical Engineers,1460,Mechanical Engineers,one_to_one,1,1
2018,1500,"Mining and Geological Engineers, Including Mining Safety Engineers",1500,"Mining and Geological Engineers, Including Mining Safety Engineers",one_to_one,1,1
2018,1510,Nuclear Engineers,1510,Nuclear Engineers,one_to_one,1,1
2018,1520,Petroleum Engineers,1520,Petroleum Engineers,one_to_one,1,1
2018,1530,"Engineers, All Other",1530,"Engineers, All Other",one_to_one,1,1
2018,1541,Architectural and Civil Drafters,1541,Drafters,split_collapsed,1,2
2018,1545,Other Drafters,1541,Drafters,split_collapsed,1,2
2018,1551,Electrical and Electronic Engineering Technologists and Technicians,1551,"Engineering Technicians, Except Drafters",split_collapsed,1,2
2018,1555,"Other Engineering Technologists and Technicians, Except Drafters",1551,"Engineering Technicians, Except Drafters",split_collapsed,1,2
2018,1560,Surveying and Mapping Technicians,1560,Surveying and Mapping Technicians,one_to_one,1,1
2018,1600,Agricultural and Food Scientists,1600,Agricultural and Food Scientists,one_to_one,1,1
2018,1610,Biological Scientists,1610,Biological Scientists,one_to_one,1,1
2018,1640,Conservation Scientists and Foresters,1640,Conservation Scientists and Foresters,one_to_one,1,1
2018,1650,Medical Scientists,1650,Medical Scientists,one_to_one,1,1
2018,1660,"Life Scientists, All Other",1660,"Life Scientists, All Other",one_to_one,1,1
2018,1700,Astronomers and Physicists,1700,Astronomers and Physicists,one_to_one,1,1
2018,1710,Atmospheric and Space Scientists,1710,Atmospheric and Space Scientists,one_to_one,1,1
2018,1720,Chemists and Materials Scientists,1720,Chemists and Materials Scientists,one_to_one,1,1
2018,1745,"Environmental Scientists and Specialists, Including Health",1745,Environmental Scientists and Geoscientists,split_collapsed,1,2
2018,1750,"Geoscientists and Hydrologists, Except Geographers",1745,Environmental Scientists and Geoscientists,split_collapsed,1,2
2018,1760,"Physical Scientists, All Other",1760,"Physical Scientists, All Other",one_to_one,1,1
2018,1800,Economists,1800,Economists,one_to_one,1,1
2018,1815,Survey Researchers,1815,Survey Researchers,one_to_one,1,1
2018,1821,Clinical and Counseling Psychologists,1821,Psychologists,split_collapsed,1,3
2018,1822,School Psychologists,1821,Psychologists,split_collapsed,1,3
2018,1825,Other Psychologists,1821,Psychologists,split_collapsed,1,3
2018,1830,Sociologists,1830,Sociologists,one_to_one,1,1
2018,1840,Urban and Regional Planners,1840,Urban and Regional Planners,one_to_one,1,1
2018,1860,Miscellaneous Social Scientists and Related Workers,1860,Miscellaneous Social Scientists and Related Workers,one_to_one,1,1
2018,1900,Agricultural and Food Science Technicians,1900,Agricultural and Food Science Technicians,one_to_one,1,1
2018,1910,Biological Technicians,1910,Biological Technicians,one_to_one,1,1
2018,1920,Chemical Technicians,1920,Chemical Technicians,one_to_one,1,1
2018,1935,Environmental Science and Geoscience Technicians,1935,Environmental Science and Geoscience Technicians,one_to_one,1,1
2018,1940,Nuclear Technicians,1940,Nuclear Technicians,one_to_one,1,1
2018,1950,Social Science Research Assistants,1950,Social Science Research Assistants,one_to_one,1,1
2018,1970,"Other Life, Physical, and Social Science Technicians",1970,"Other Life, Physical, and Social Science Technicians",one_to_one,1,1
2018,1980,Occupational Health and Safety Specialists and Technicians,1980,Other Healthcare Practitioners and Technical Occupations,split_collapsed,1,2
2018,2001,Substance Abuse and Behavioral Disorder Counselors,2001,Counselors,split_collapsed,1,6
2018,2002,"Educational, Guidance, and Career Counselors and Advisors",2001,Counselors,split_collapsed,1,6
2018,2003,Marriage and Family Therapists,2001,Counselors,split_collapsed,1,6
2018,2004,Mental Health Counselors,2001,Counselors,split_collapsed,1,6
2018,2005,Rehabilitation Counselors,2001,Counselors,split_collapsed,1,6
2018,2006,"Counselors, All Other",2001,Counselors,split_collapsed,1,6
2018,2011,"Child, Family, and School Social Workers",2011,Social Workers,split_collapsed,1,4
2018,2012,Healthcare Social Workers,2011,Social Workers,split_collapsed,1,4
2018,2013,Mental Health and Substance Abuse Social Workers,2011,Social Workers,split_collapsed,1,4
2018,2014,"Social Workers, All Other",2011,Social Workers,split_collapsed,1,4
2018,2015,Probation Officers and Correctional Treatment Specialists,2015,Probation Officers and Correctional Treatment Specialists,one_to_one,1,1
2018,2016,Social and Human Service Assistants,2016,Social and Human Service Assistants,one_to_one,1,1
2018,2025,Other Community and Social Service Specialists,2025,Other Community and Social Service Specialists,one_to_one,1,1
2018,2040,Clergy,2040,Clergy,one_to_one,1,1
2018,2050,"Directors, Religious Activities and Education",2050,"Directors, Religious Activities and Education",one_to_one,1,1
2018,2060,"Religious Workers, All Other",2060,"Religious Workers, All Other",one_to_one,1,1
2018,2100,Lawyers,2100,Lawyers,one_to_one,1,1
2018,2105,Judicial Law Clerks,2105,Judicial Law Clerks,one_to_one,1,1
2018,2110,"Judges, Magistrates, and Other Judicial Workers",2110,"Judges, Magistrates, and Other Judicial Workers",one_to_one,1,1
2018,2145,Paralegals and Legal Assistants,2145,Paralegals and Legal Assistants,one_to_one,1,1
2018,2170,"Title Examiners, Abstractors, and Searchers",2170,Miscellaneous Legal Support Workers,split_collapsed,1,3
2018,2180,"Legal Support Workers, All Other",2170,Miscellaneous Legal Support Workers,split_collapsed,1,3
2018,2205,Postsecondary Teachers,2205,Postsecondary Teachers,one_to_one,1,1
2018,2300,Preschool and Kindergarten Teachers,2300,Preschool and Kindergarten Teachers,one_to_one,1,1
2018,2310,Elementary and Middle School Teachers,2310,Elementary and Middle School Teachers,one_to_one,1,1
2018,2320,Secondary School Teachers,2320,Secondary School Teachers,one_to_one,1,1
2018,2330,Special Education Teachers,2330,Special Education Teachers,one_to_one,1,1
2018,2350,Tutors,2350,Other Teachers and Instructors,split_collapsed,1,2
2018,2360,Other Teachers and Instructors,2350,Other Teachers and Instructors,split_collapsed,1,2
2018,2400,"Archivists, Curators, and Museum Technicians",2400,"Archivists, Curators, and Museum Technicians",one_to_one,1,1
2018,2435,Librarians and Media Collections Specialists,2435,Librarians and Media Collections Specialists,one_to_one,1,1
2018,2440,Library Technicians,2440,Library Technicians,one_to_one,1,1
2018,2545,Teaching Assistants,2545,Teaching Assistants,one_to_one,1,1
2018,2555,Other Educational Instruction and Library Workers,2555,Other Educational Instruction and Library Workers,one_to_one,1,1
2018,2600,Artists and Related Workers,2600,Artists and Related Workers,one_to_one,1,1
2018,2631,Commercial and Industrial Designers,2631,Designers,split_collapsed,1,7
2018,2632,Fashion Designers,2631,Designers,split_collapsed,1,7
2018,2633,Floral Designers,2631,Designers,split_collapsed,1,7
2018,2634,Graphic Designers,2631,Designers,split_collapsed,1,7
2018,2635,Interior Designers,2631,Designers,split_collapsed,1,7
2018,2636,Merchandise Displayers and Window Trimmers,2631,Designers,split_collapsed,1,7
2018,2640,Other Designers,2631,Designers,split_collapsed,1,7
2018,2700,Actors,2700,Actors,one_to_one,1,1
2018,2710,Producers and Directors,2710,Producers and Directors,one_to_one,1,1
2018,2721,Athletes and Sports Competitors,2721,"Athletes, Coaches, Umpires, and Related Workers",split_collapsed,1,3
2018,2722,Coaches and Scouts,2721,"Athletes, Coaches, Umpires, and Related Workers",split_collapsed,1,3
2018,2723,"Umpires, Referees, and Other Sports Officials",2721,"Athletes, Coaches, Umpires, and Related Workers",split_collapsed,1,3
2018,2740,Dancers and Choreographers,2740,Dancers and Choreographers,one_to_one,1,1
2018,2751,Music Directors and Composers,2751,"Musicians, Singers, and Related Workers",split_collapsed,1,3
2018,2752,Musicians and Singers,2751,"Musicians, Singers, and Related Workers",split_collapsed,1,3
2018,2755,"Disc jockeys, except radio",2751,"Musicians, Singers, and Related Workers",split_collapsed,1,3
2018,2770,"Entertainers and Performers, Sports and Related Workers, All Other",2770,"Entertainers and Performers, Sports and Related Workers, All Other",one_to_one,1,1
2018,2805,Broadcast Announcers and Radio Disc Jockeys,2805,Broadcast Announcers and Radio Disc Jockeys,one_to_one,1,1
2018,2810,"News Analysts, Reporters, and Journalists",2810,"News Analysts, Reporters, and Journalists",one_to_one,1,1
2018,2825,Public Relations Specialists,2825,Public Relations Specialists,one_to_one,1,1
2018,2830,Editors,2830,Editors,one_to_one,1,1
2018,2840,Technical Writers,2840,Technical Writers,one_to_one,1,1
2018,2850,Writers and Authors,2850,Writers and Authors,one_to_one,1,1
2018,2861,Interpreters and Translators,2861,Miscellaneous Media and Communication Workers,split_collapsed,1,2
2018,2862,Court Reporters and Simultaneous Captioners,2170,Miscellaneous Legal Support Workers,split_collapsed,1,3
2018,2865,"Media and Communication Workers, All Other",2861,Miscellaneous Media and Communication Workers,split_collapsed,1,2
2018,2905,"Broadcast, Sound, and Lighting Technicians",2905,"Broadcast, Sound, and Lighting Technicians",one_to_one,1,1
2018,2910,Photographers,2910,Photographers,one_to_one,1,1
2018,2920,"Television, Video, and Film Camera Operators and Editors",2920,"Television, Video, and Film Camera Operators and Editors",one_to_one,1,1
2018,2970,"Media and Communication Equipment Workers, All Other",2970,"Media and Communication Equipment Workers, All Other",one_to_one,1,1
2018,3000,Chiropractors,3000,Chiropractors,one_to_one,1,1
2018,3010,Dentists,3010,Dentists,one_to_one,1,1
2018,3030,Dietitians and Nutritionists,3030,Dietitians and Nutritionists,one_to_one,1,1
2018,3040,Optometrists,3040,Optometrists,one_to_one,1,1
2018,3050,Pharmacists,3050,Pharmacists,one_to_one,1,1
2018,3065,Emergency Medicine Physicians,3065,Physicians and Surgeons,split_collapsed,1,4
2018,3070,Radiologists,3065,Physicians and Surgeons,split_collapsed,1,4
2018,3090,Other Physicians,3065,Physicians and Surgeons,split_collapsed,1,4
2018,3100,Surgeons,3065,Physicians and Surgeons,split_collapsed,1,4
2018,3110,Physician Assistants,3110,Physician Assistants,one_to_one,1,1
2018,3120,Podiatrists,3120,Podiatrists,one_to_one,1,1
2018,3140,Audiologists,3140,Audiologists,one_to_one,1,1
2018,3150,Occupational Therapists,3150,Occupational Therapists,one_to_one,1,1
2018,3160,Physical Therapists,3160,Physical Therapists,one_to_one,1,1
2018,3200,Radiation Therapists,3200,Radiation Therapists,one_to_one,1,1
2018,3210,Recreational Therapists,3210,Recreational Therapists,one_to_one,1,1
2018,3220,Respiratory Therapists,3220,Respiratory Therapists,one_to_one,1,1
2018,3230,Speech-Language Pathologists,3230,Speech-Language Pathologists,one_to_one,1,1
2018,3235,Exercise Physiologists,3235,Exercise Physiologists,one_to_one,1,1
2018,3245,"Therapists, All Other",3245,"Therapists, All Other",one_to_one,1,1
2018,3250,Veterinarians,3250,Veterinarians,one_to_one,1,1
2018,3255,Registered Nurses,3255,Registered Nurses,one_to_one,1,1
2018,3256,Nurse Anesthetists,3256,Nurse Anesthetists,one_to_one,1,1
2018,3257,Nurse Midwives,3257,Nurse Midwives,one_to_one,1,1
2018,3258,Nurse Practitioners,3258,Nurse Practitioners,one_to_one,1,1
2018,3261,Acupuncturists,3261,"Health Diagnosing and Treating Practitioners, All Other",split_collapsed,1,2
2018,3270,"Healthcare Diagnosing or Treating Practitioners, All Other",3261,"Health Diagnosing and Treating Practitioners, All Other",split_collapsed,1,2
2018,3300,Clinical Laboratory Technologists and Technicians,3300,Clinical Laboratory Technologists and Technicians,one_to_one,1,1
2018,3310,Dental Hygienists,3310,Dental Hygienists,one_to_one,1,1
2018,3321,Cardiovascular Technologists and Technicians,3321,Diagnostic Related Technologists and Technicians,split_collapsed,1,5
2018,3322,Diagnostic Medical Sonographers,3321,Diagnostic Related Technologists and Technicians,split_collapsed,1,5
2018,3323,Radiologic Technologists and Technicians,3321,Diagnostic Related Technologists and Technicians,split_collapsed,1,5
2018,3324,Magnetic Resonance Imaging Technologists,3321,Diagnostic Related Technologists and Technicians,split_collapsed,1,5
2018,3330,Nuclear Medicine Technologists and Medical Dosimetrists,3321,Diagnostic Related Technologists and Technicians,split_collapsed,1,5
2018,3401,Emergency Medical Technicians,3401,Emergency Medical Technicians and Paramedics,split_collapsed,1,2
2018,3402,Paramedics,3401,Emergency Medical Technicians and Paramedics,split_collapsed,1,2
2018,3421,Pharmacy Technicians,3421,Health Practitioner Support Technologists and  Technicians,split_collapsed,1,5
2018,3422,Psychiatric Technicians,3421,Health Practitioner Support Technologists and  Technicians,split_collapsed,1,5
2018,3423,Surgical Technologists,3421,Health Practitioner Support Technologists and  Technicians,split_collapsed,1,5
2018,3424,Veterinary Technologists and Technicians,3421,Health Practitioner Support Technologists and  Technicians,split_collapsed,1,5
2018,3430,Dietetic Technicians and Ophthalmic Medical Technicians,3421,Health Practitioner Support Technologists and  Technicians,split_collapsed,1,5
2018,3500,Licensed Practical and Licensed Vocational Nurses,3500,Licensed Practical and Licensed Vocational Nurses,one_to_one,1,1
2018,3515,Medical Records Specialists,3515,Medical Records Specialists,one_to_one,1,1
2018,3520,"Opticians, Dispensing",3520,"Opticians, Dispensing",one_to_one,1,1
2018,3545,Miscellaneous Health Technologists and Technicians,3545,Miscellaneous Health Technologists and Technicians,one_to_one,1,1
2018,3550,Other Healthcare Practitioners and Technical Occupations,1980,Other Healthcare Practitioners and Technical Occupations,split_collapsed,1,2
2018,3601,Home Health Aides,3601,"Nursing, Psychiatric, and Home Health Aides",split_collapsed,1,3
2018,3602,Personal Care Aides,3602,Personal Care Aides,one_to_one,1,1
2018,3603,Nursing Assistants,3601,"Nursing, Psychiatric, and Home Health Aides",split_collapsed,1,3
2018,3605,Orderlies and Psychiatric Aides,3601,"Nursing, Psychiatric, and Home Health Aides",split_collapsed,1,3
2018,3610,Occupational Therapy Assistants and Aides,3610,Occupational Therapy Assistants and Aides,one_to_one,1,1
2018,3620,Physical Therapist Assistants and Aides,3620,Physical Therapist Assistants and Aides,one_to_one,1,1
2018,3630,Massage Therapists,3630,Massage Therapists,one_to_one,1,1
2018,3640,Dental Assistants,3640,Dental Assistants,one_to_one,1,1
2018,3645,Medical Assistants,3645,Medical Assistants,one_to_one,1,1
2018,3646,Medical Transcriptionists,3646,Medical Transcriptionists,one_to_one,1,1
2018,3647,Pharmacy Aides,3647,Pharmacy Aides,one_to_one,1,1
2018,3648,Veterinary Assistants and Laboratory Animal Caretakers,3648,Veterinary Assistants and Laboratory Animal Caretakers,one_to_one,1,1
2018,3649,Phlebotomists,3649,Phlebotomists,one_to_one,1,1
2018,3655,Other Healthcare Support Workers,3655,Other Healthcare Support Workers,one_to_one,1,1
2018,3700,First-Line Supervisors of Correctional Officers,3700,First-Line Supervisors of Correctional Officers,one_to_one,1,1
2018,3710,First-Line Supervisors of Police and Detectives,3710,First-Line Supervisors of Police and Detectives,one_to_one,1,1
2018,3720,First-Line Supervisors of Firefighting and Prevention Workers,3720,First-Line Supervisors of Firefighting and Prevention Workers,one_to_one,1,1
2018,3725,First-Line Supervisors of Security Workers,3725,"First-Line Supervisors of Protective Service Workers, All Other",split_collapsed,1,2
2018,3735,"First-Line Supervisors of Protective Service Workers, All Other",3725,"First-Line Supervisors of Protective Service Workers, All Other",split_collapsed,1,2
2018,3740,Firefighters,3740,Firefighters,one_to_one,1,1
2018,3750,Fire Inspectors,3750,Fire Inspectors,one_to_one,1,1
2018,3801,Bailiffs,3801,"Bailiffs, Correctional Officers, and Jailers",split_collapsed,1,2
2018,3802,Correctional Officers and Jailers,3801,"Bailiffs, Correctional Officers, and Jailers",split_collapsed,1,2
2018,3820,Detectives and Criminal Investigators,3820,Detectives and Criminal Investigators,one_to_one,1,1
2018,3830,Fish and Game Wardens,3830,Fish and Game Wardens,one_to_one,1,1
2018,3840,Parking Enforcement Workers,3840,Parking Enforcement Workers,one_to_one,1,1
2018,3870,Police Officers,3870,Police Officers,merged,2,1
2018,3900,Animal Control Workers,3900,Animal Control Workers,one_to_one,1,1
2018,3910,Private Detectives and Investigators,3910,Private Detectives and Investigators,one_to_one,1,1
2018,3930,Security Guards and Gambling Surveillance Officers,3930,Security Guards and Gambling Surveillance Officers,one_to_one,1,1
2018,3940,Crossing Guards and Flaggers,3940,Crossing Guards and Flaggers,one_to_one,1,1
2018,3945,Transportation Security Screeners,3945,Transportation Security Screeners,one_to_one,1,1
2018,3946,School Bus Monitors,3946,"Lifeguards and Other Recreational, and All Other Protective Service Workers",split_collapsed,1,2
2018,3960,Other Protective Service Workers,3946,"Lifeguards and Other Recreational, and All Other Protective Service Workers",split_collapsed,1,2
2018,4000,Chefs and Head Cooks,4000,Chefs and Head Cooks,one_to_one,1,1
2018,4010,First-Line Supervisors of Food Preparation and Serving Workers,4010,First-Line Supervisors of Food Preparation and Serving Workers,one_to_one,1,1
2018,4020,Cooks,4020,Cooks,one_to_one,1,1
2018,4030,Food Preparation Workers,4030,Food Preparation Workers,one_to_one,1,1
2018,4040,Bartenders,4040,Bartenders,one_to_one,1,1
2018,4055,Fast Food and Counter Workers,4055,Fast Food and Counter Workers,merged,2,1
2018,4110,Waiters and Waitresses,4110,Waiters and Waitresses,one_to_one,1,1
2018,4120,"Food Servers, Nonrestaurant",4120,"Food Servers, Nonrestaurant",one_to_one,1,1
2018,4130,Dining Room and Cafeteria Attendants and Bartender Helpers,4130,Dining Room and Cafeteria Attendants and Bartender Helpers,one_to_one,1,1
2018,4140,Dishwashers,4140,Dishwashers,one_to_one,1,1
2018,4150,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",4150,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",one_to_one,1,1
2018,4160,"Food Preparation and Serving Related Workers, All Other",4160,"Food Preparation and Serving Related Workers, All Other",one_to_one,1,1
2018,4200,First-Line Supervisors of Housekeeping and Janitorial Workers,4200,First-Line Supervisors of Housekeeping and Janitorial Workers,one_to_one,1,1
2018,4210,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4210,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",one_to_one,1,1
2018,4220,Janitors and Building Cleaners,4220,Janitors and Building Cleaners,one_to_one,1,1
2018,4230,Maids and Housekeeping Cleaners,4230,Maids and Housekeeping Cleaners,one_to_one,1,1
2018,4240,Pest Control Workers,4240,Pest Control Workers,one_to_one,1,1
2018,4251,Landscaping and Groundskeeping Workers,4251,Grounds Maintenance Workers,split_collapsed,1,4
2018,4252,Tree Trimmers and Pruners,4251,Grounds Maintenance Workers,split_collapsed,1,4
2018,4255,Other Grounds Maintenance Workers,4251,Grounds Maintenance Workers,split_collapsed,1,4
2018,4330,Supervisors of Personal Care and Service Workers,4251,Grounds Maintenance Workers,split_collapsed,1,4
2018,4340,Animal Trainers,4340,Animal Trainers,one_to_one,1,1
2018,4350,Animal Caretakers,4350,Animal Caretakers,one_to_one,1,1
2018,4400,Gambling Services Workers,4400,Gambling Services Workers,one_to_one,1,1
2018,4420,"Ushers, Lobby Attendants, and Ticket Takers",4420,"Ushers, Lobby Attendants, and Ticket Takers",one_to_one,1,1
2018,4435,Other Entertainment Attendants and Related Workers,4435,Other Entertainment Attendants and Related Workers,one_to_one,1,1
2018,4461,"Embalmers, Crematory Operators and Funeral Attendants",4461,"Embalmers, Crematory Operators and Funeral Attendants",one_to_one,1,1
2018,4465,"Morticians, Undertakers, and Funeral Arrangers",4465,"Morticians, Undertakers, and Funeral Arrangers",one_to_one,1,1
2018,4500,Barbers,4500,Barbers,one_to_one,1,1
2018,4510,"Hairdressers, Hairstylists, and Cosmetologists",4510,"Hairdressers, Hairstylists, and Cosmetologists",one_to_one,1,1
2018,4521,Manicurists and Pedicurists,4521,Miscellaneous Personal Appearance Workers,split_collapsed,1,3
2018,4522,Skincare Specialists,4521,Miscellaneous Personal Appearance Workers,split_collapsed,1,3
2018,4525,Other Personal Appearance Workers,4521,Miscellaneous Personal Appearance Workers,split_collapsed,1,3
2018,4530,"Baggage Porters, Bellhops, and Concierges",4530,"Baggage Porters, Bellhops, and Concierges",one_to_one,1,1
2018,4540,Tour and Travel Guides,4540,Tour and Travel Guides,one_to_one,1,1
2018,4600,Childcare Workers,4600,Childcare Workers,one_to_one,1,1
2018,4621,Exercise Trainers and Group Fitness Instructors,4621,Recreation and Fitness Workers,split_collapsed,1,2
2018,4622,Recreation Workers,4621,Recreation and Fitness Workers,split_collapsed,1,2
2018,4640,Residential Advisors,4640,Residential Advisors,one_to_one,1,1
2018,4655,"Personal Care and Service Workers, All Other",4655,"Personal Care and Service Workers, All Other",one_to_one,1,1
2018,4700,First-Line Supervisors of Retail Sales Workers,4700,First-Line Supervisors of Retail Sales Workers,one_to_one,1,1
2018,4710,First-Line Supervisors of Non-Retail Sales Workers,4710,First-Line Supervisors of Non-Retail Sales Workers,one_to_one,1,1
2018,4720,Cashiers,4720,Cashiers,one_to_one,1,1
2018,4740,Counter and Rental Clerks,4740,Counter and Rental Clerks,one_to_one,1,1
2018,4750,Parts Salespersons,4750,Parts Salespersons,one_to_one,1,1
2018,4760,Retail Salespersons,4760,Retail Salespersons,one_to_one,1,1
2018,4800,Advertising Sales Agents,4800,Advertising Sales Agents,one_to_one,1,1
2018,4810,Insurance Sales Agents,4810,Insurance Sales Agents,one_to_one,1,1
2018,4820,"Securities, Commodities, and Financial Services Sales Agents",4820,"Securities, Commodities, and Financial Services Sales Agents",one_to_one,1,1
2018,4830,Travel Agents,4830,Travel Agents,one_to_one,1,1
2018,4840,"Sales representatives of services, except advertising, insurance, financial services, and travel",4840,"Sales representatives of services, except advertising, insurance, financial services, and travel",one_to_one,1,1
2018,4850,"Sales Representatives, Wholesale and Manufacturing",4850,"Sales Representatives, Wholesale and Manufacturing",one_to_one,1,1
2018,4900,"Models, Demonstrators, and Product Promoters",4900,"Models, Demonstrators, and Product Promoters",one_to_one,1,1
2018,4920,Real Estate Brokers and Sales Agents,4920,Real Estate Brokers and Sales Agents,one_to_one,1,1
2018,4930,Sales Engineers,4930,Sales Engineers,one_to_one,1,1
2018,4940,Telemarketers,4940,Telemarketers,one_to_one,1,1
2018,4950,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",4950,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",one_to_one,1,1
2018,4965,"Sales and Related Workers, All Other",4965,"Sales and Related Workers, All Other",one_to_one,1,1
2018,5000,First-Line Supervisors of Office and Administrative Support Workers,5000,First-Line Supervisors of Office and Administrative Support Workers,one_to_one,1,1
2018,5010,"Switchboard Operators, Including Answering Service",5010,"Switchboard Operators, Including Answering Service",one_to_one,1,1
2018,5020,Telephone Operators,5020,Telephone Operators,one_to_one,1,1
2018,5040,"Communications Equipment Operators, All Other",5040,"Communications Equipment Operators, All Other",one_to_one,1,1
